Date,Open,High,Low,Close
14.10.2014,3837.22,3860.04,3801.16,3810.45
13.10.2014,3866.89,3893.66,3807.89,3808.00
10.10.2014,3946.32,3969.48,3870.86,3870.86
09.10.2014,4031.62,4040.54,3965.37,3969.32
08.10.2014,3960.79,4048.79,3938.16,4041.12
07.10.2014,3999.25,4007.94,3958.44,3958.59
06.10.2014,4041.40,4046.71,4004.21,4016.27
03.10.2014,4004.75,4040.56,3995.81,4027.31
02.10.2014,3984.80,3996.75,3934.94,3985.87
01.10.2014,4043.33,4043.44,3972.91,3984.74
30.09.2014,4054.86,4070.44,4031.70,4049.45
29.09.2014,4009.66,4056.43,4008.58,4047.18
26.09.2014,4016.97,4057.47,4015.02,4053.72
25.09.2014,4079.37,4087.19,4007.63,4007.82
24.09.2014,4055.42,4096.27,4041.72,4094.31
23.09.2014,4045.67,4069.21,4043.26,4051.57
22.09.2014,4091.87,4092.14,4044.99,4061.23
19.09.2014,4113.02,4118.91,4084.45,4100.09
18.09.2014,4084.51,4103.42,4080.82,4103.08
17.09.2014,4066.76,4090.95,4048.58,4073.57
16.09.2014,4012.53,4073.14,4009.98,4067.27
15.09.2014,4070.20,4070.82,4018.30,4029.89
12.09.2014,4087.17,4089.62,4057.53,4069.23
11.09.2014,4077.69,4092.79,4060.92,4092.65
10.09.2014,4063.85,4095.91,4054.61,4094.97
09.09.2014,4094.02,4110.86,4053.11,4061.88
08.09.2014,4086.52,4105.50,4076.63,4095.47
05.09.2014,4067.37,4089.98,4051.75,4089.92
04.09.2014,4078.82,4100.78,4056.53,4066.13
03.09.2014,4103.97,4104.43,4063.49,4070.96
02.09.2014,4093.12,4095.87,4078.19,4095.81
29.08.2014,4081.02,4082.97,4062.18,4082.56
28.08.2014,4059.37,4072.29,4054.61,4066.27
27.08.2014,4073.40,4078.19,4064.07,4073.18
26.08.2014,4073.05,4076.54,4062.73,4071.67
25.08.2014,4073.48,4079.52,4058.60,4067.48
22.08.2014,4052.14,4060.90,4040.22,4052.75
21.08.2014,4041.00,4048.95,4035.75,4047.03
20.08.2014,4032.91,4046.97,4032.20,4040.71
19.08.2014,4025.51,4041.50,4024.17,4040.13
18.08.2014,4007.19,4022.48,4003.46,4020.50
15.08.2014,3993.00,3997.08,3951.25,3987.51
14.08.2014,3953.27,3969.24,3949.08,3969.11
13.08.2014,3924.47,3949.69,3921.44,3949.20
12.08.2014,3904.45,3916.73,3887.58,3905.23
11.08.2014,3899.98,3921.19,3899.37,3910.46
08.08.2014,3864.09,3890.63,3848.49,3888.09
07.08.2014,3889.69,3895.74,3845.20,3857.94
06.08.2014,3851.44,3896.65,3849.45,3874.27
05.08.2014,3891.13,3901.17,3858.65,3874.94
04.08.2014,3890.63,3922.25,3875.10,3908.77
01.08.2014,3886.10,3908.21,3855.35,3879.67
31.07.2014,3938.31,3948.90,3889.10,3892.50
30.07.2014,3982.10,3989.00,3960.29,3976.07
29.07.2014,3974.06,3983.42,3957.22,3959.03
28.07.2014,3966.31,3977.00,3936.72,3967.24
25.07.2014,3959.35,3970.44,3945.05,3965.17
24.07.2014,3994.18,3997.50,3975.66,3983.19
23.07.2014,3974.66,3990.64,3967.96,3986.19
22.07.2014,3950.83,3966.10,3949.09,3961.62
21.07.2014,3933.11,3941.93,3917.74,3934.14
18.07.2014,3899.38,3942.15,3894.56,3939.89
17.07.2014,3921.87,3933.88,3866.22,3878.01
16.07.2014,3943.60,3947.49,3927.01,3932.33
15.07.2014,3934.79,3940.55,3887.50,3914.46
14.07.2014,3923.60,3937.73,3916.53,3929.46
11.07.2014,3888.76,3905.40,3879.40,3904.58
10.07.2014,3837.29,3895.72,3837.16,3880.04
09.07.2014,3873.17,3896.38,3863.20,3892.91
08.07.2014,3903.37,3906.22,3848.18,3864.07
07.07.2014,3917.89,3923.92,3904.67,3910.71
03.07.2014,3911.11,3923.15,3901.33,3923.01
02.07.2014,3895.18,3904.35,3890.77,3899.27
01.07.2014,3864.14,3902.93,3863.81,3894.33
30.06.2014,3844.45,3860.65,3841.70,3849.48
27.06.2014,3825.02,3844.89,3823.21,3844.44
26.06.2014,3826.70,3827.70,3798.63,3826.91
25.06.2014,3794.84,3831.85,3792.31,3827.33
24.06.2014,3807.49,3837.17,3791.12,3799.53
23.06.2014,3802.25,3806.19,3794.86,3805.31
20.06.2014,3803.10,3807.92,3794.51,3802.64
19.06.2014,3808.76,3811.24,3783.30,3800.80
18.06.2014,3786.19,3807.49,3764.53,3804.61
17.06.2014,3775.73,3790.92,3769.94,3781.32
16.06.2014,3768.37,3789.93,3761.42,3779.93
13.06.2014,3782.84,3784.84,3759.87,3775.56
12.06.2014,3790.59,3794.99,3751.69,3763.80
11.06.2014,3789.41,3803.95,3783.61,3797.85
10.06.2014,3790.48,3802.46,3786.56,3800.86
09.06.2014,3795.85,3804.04,3783.90,3795.74
06.06.2014,3792.42,3795.14,3782.12,3794.57
05.06.2014,3748.36,3782.00,3735.19,3776.95
04.06.2014,3720.00,3750.01,3715.24,3743.59
03.06.2014,3719.17,3735.97,3715.46,3730.07
02.06.2014,3740.71,3740.71,3707.89,3732.96
30.05.2014,3738.71,3741.57,3716.09,3736.82
29.05.2014,3723.27,3735.72,3717.66,3735.72
28.05.2014,3720.89,3726.72,3708.65,3712.26
27.05.2014,3693.18,3723.07,3691.09,3723.07
23.05.2015,3656.27,3678.17,3646.23,3677.33
22.05.2015,3639.49,3660.59,3633.85,3650.86
21.05.2015,3605.79,3636.47,3605.51,3635.61
20.05.2015,3612.86,3624.60,3585.88,3600.31
19.05.2015,3577.85,3618.96,3572.28,3615.62
16.05.2015,3568.20,3590.41,3545.63,3587.20
15.05.2014,3594.59,3598.34,3542.63,3565.17
14.05.2014,3603.58,3614.63,3585.68,3593.25
13.05.2014,3614.91,3625.77,3605.78,3611.13
12.05.2014,3574.24,3613.37,3572.69,3612.73
09.05.2014,3537.68,3556.35,3516.24,3555.70
08.05.2014,3533.39,3583.64,3524.85,3540.42
07.05.2014,3561.47,3567.55,3506.35,3546.47
06.05.2014,3598.27,3599.65,3556.10,3556.51
05.05.2014,3566.26,3605.26,3556.40,3605.09
02.05.2014,3608.84,3611.56,3578.53,3587.64
01.05.2014,3589.66,3613.03,3580.02,3594.36
30.04.2014,3556.00,3585.50,3548.11,3582.02
29.04.2014,3557.77,3579.03,3538.24,3573.99
28.04.2014,3546.96,3570.11,3489.60,3545.03
25.04.2014,3569.92,3573.95,3525.60,3533.10
24.04.2014,3609.83,3613.20,3552.93,3591.03
23.04.2014,3587.65,3588.05,3555.19,3557.04
22.04.2014,3570.51,3596.92,3566.87,3588.81
21.04.2014,3543.65,3559.95,3525.59,3559.95
17.04.2014,3526.57,3551.02,3511.27,3534.53
16.04.2014,3517.50,3533.09,3489.29,3533.09
15.04.2014,3484.29,3505.67,3414.11,3487.85
14.04.2014,3479.66,3493.17,3443.26,3474.63
11.04.2014,3453.24,3502.33,3440.55,3446.85
10.04.2014,3597.58,3599.64,3479.15,3487.76
09.04.2014,3552.07,3602.35,3544.09,3600.44
08.04.2014,3511.82,3543.98,3499.00,3538.23
07.04.2014,3511.82,3543.98,3499.00,3538.23
04.04.2014,3659.92,3663.78,3532.28,3539.38
03.04.2014,3670.43,3675.70,3617.41,3637.58
02.04.2014,3670.33,3676.36,3649.79,3665.99
